conversion_id,event_id,conversion_timestamp,conversion_value,attribution_model,sku,quantity
conv_alpha_001404,evt_alpha_003402,2024-03-26 00:00:00 CST,485,first_click,SKU-085,4
conv_alpha_001405,evt_alpha_007093,2024-03-14 00:00:00 CST,318,first_click,SKU-025,1
conv_alpha_001406,evt_alpha_004198,2024-01-14 00:00:00 CST,249,linear,SKU-073,2
conv_alpha_001407,evt_alpha_002493,2024-01-04 00:00:00 CST,344,last_click,SKU-074,1
conv_alpha_001408,evt_alpha_009972,2024-03-21 00:00:00 CST,269,first_click,SKU-065,2
conv_alpha_001409,evt_alpha_008531,2024-03-11 00:00:00 CST,274,first_click,SKU-002,4
conv_alpha_001410,evt_alpha_002373,2024-01-08 00:00:00 CST,439,linear,SKU-019,3
conv_alpha_001411,evt_alpha_003807,2024-01-28 00:00:00 CST,142,linear,SKU-012,1
conv_alpha_001412,evt_alpha_009492,2024-02-25 00:00:00 CST,32,first_click,SKU-087,2
conv_alpha_001413,evt_alpha_001954,2024-01-05 00:00:00 CST,261,first_click,SKU-082,1
conv_alpha_001414,evt_alpha_007719,2024-03-11 00:00:00 CST,485,linear,SKU-007,2
conv_alpha_001415,evt_alpha_007891,2024-03-30 00:00:00 CST,107,linear,SKU-078,3
conv_alpha_001416,evt_alpha_004600,2024-01-23 00:00:00 CST,363,linear,SKU-010,2
conv_alpha_001417,evt_alpha_001825,2024-02-20 00:00:00 CST,337,linear,SKU-085,1
conv_alpha_001418,evt_alpha_002729,2024-03-22 00:00:00 CST,324,linear,SKU-049,3
conv_alpha_001419,evt_alpha_002350,2024-02-11 00:00:00 CST,418,last_click,SKU-075,3
conv_alpha_001420,evt_alpha_001901,2024-01-06 00:00:00 CST,151,first_click,SKU-091,3
conv_alpha_001421,evt_alpha_006455,2024-01-29 00:00:00 CST,475,first_click,SKU-078,4
conv_alpha_001422,evt_alpha_005958,2024-01-05 00:00:00 CST,58,last_click,SKU-049,3
conv_alpha_001423,evt_alpha_000304,2024-03-09 00:00:00 CST,125,last_click,SKU-001,1
conv_alpha_001424,evt_alpha_006409,2024-02-03 00:00:00 CST,134,last_click,SKU-050,1
conv_alpha_001425,evt_alpha_001239,2024-02-25 00:00:00 CST,126,linear,SKU-092,3
conv_alpha_001426,evt_alpha_002241,2024-02-28 00:00:00 CST,394,last_click,SKU-025,3
conv_alpha_001427,evt_alpha_005208,2024-03-19 00:00:00 CST,125,last_click,SKU-068,2
conv_alpha_001428,evt_alpha_003077,2024-02-03 00:00:00 CST,350,last_click,SKU-059,2
conv_alpha_001429,evt_alpha_005360,2024-01-14 00:00:00 CST,435,last_click,SKU-071,1
conv_alpha_001430,evt_alpha_001826,2024-03-01 00:00:00 CST,378,last_click,SKU-092,1
conv_alpha_001431,evt_alpha_000199,2024-03-14 00:00:00 CST,311,first_click,SKU-074,3
conv_alpha_001432,evt_alpha_004383,2024-01-14 00:00:00 CST,33,first_click,SKU-027,2
conv_alpha_001433,evt_alpha_007549,2024-03-08 00:00:00 CST,422,linear,SKU-003,1
conv_alpha_001434,evt_alpha_000838,2024-01-31 00:00:00 CST,228,first_click,SKU-003,1
conv_alpha_001435,evt_alpha_006929,2024-03-26 00:00:00 CST,182,linear,SKU-050,2
conv_alpha_001436,evt_alpha_003766,2024-01-19 00:00:00 CST,439,first_click,SKU-053,4
conv_alpha_001437,evt_alpha_006011,2024-03-21 00:00:00 CST,229,last_click,SKU-068,1
conv_alpha_001438,evt_alpha_009862,2024-01-16 00:00:00 CST,99,last_click,SKU-003,1
conv_alpha_001439,evt_alpha_002418,2024-02-19 00:00:00 CST,63,last_click,SKU-002,4
conv_alpha_001440,evt_alpha_001220,2024-01-14 00:00:00 CST,54,first_click,SKU-044,4
conv_alpha_001441,evt_alpha_006629,2024-02-16 00:00:00 CST,357,last_click,SKU-062,3
conv_alpha_001442,evt_alpha_005478,2024-01-25 00:00:00 CST,39,first_click,SKU-058,2
conv_alpha_001443,evt_alpha_002830,2024-02-12 00:00:00 CST,482,last_click,SKU-023,2
conv_alpha_001444,evt_alpha_004313,2024-03-04 00:00:00 CST,196,first_click,SKU-022,4
conv_alpha_001445,evt_alpha_000247,2024-03-21 00:00:00 CST,164,last_click,SKU-081,4
conv_alpha_001446,evt_alpha_003350,2024-03-30 00:00:00 CST,116,first_click,SKU-045,3
conv_alpha_001447,evt_alpha_002379,2024-03-21 00:00:00 CST,434,linear,SKU-011,3
conv_alpha_001448,evt_alpha_005529,2024-01-29 00:00:00 CST,419,linear,SKU-075,4
conv_alpha_001449,evt_alpha_004467,2024-03-14 00:00:00 CST,243,last_click,SKU-033,3
conv_alpha_001450,evt_alpha_005558,2024-03-08 00:00:00 CST,237,first_click,SKU-021,2
conv_alpha_001451,evt_alpha_008312,2024-02-29 00:00:00 CST,359,first_click,SKU-066,3
conv_alpha_001452,evt_alpha_009181,2024-03-04 00:00:00 CST,421,last_click,SKU-035,1
conv_alpha_001453,evt_alpha_008741,2024-03-23 00:00:00 CST,178,linear,SKU-062,1
conv_alpha_001454,evt_alpha_006221,2024-02-08 00:00:00 CST,167,first_click,SKU-002,2
conv_alpha_001455,evt_alpha_004932,2024-03-10 00:00:00 CST,293,linear,SKU-029,2
conv_alpha_001456,evt_alpha_000043,2024-02-04 00:00:00 CST,419,last_click,SKU-053,4
conv_alpha_001457,evt_alpha_009222,2024-01-13 00:00:00 CST,93,linear,SKU-061,4
conv_alpha_001458,evt_alpha_005853,2024-02-10 00:00:00 CST,228,first_click,SKU-049,2
conv_alpha_001459,evt_alpha_000680,2024-01-24 00:00:00 CST,295,last_click,SKU-024,4
conv_alpha_001460,evt_alpha_002997,2024-01-08 00:00:00 CST,218,linear,SKU-068,2
conv_alpha_001461,evt_alpha_000115,2024-02-29 00:00:00 CST,92,first_click,SKU-089,1
conv_alpha_001462,evt_alpha_003838,2024-01-22 00:00:00 CST,247,linear,SKU-050,4
conv_alpha_001463,evt_alpha_001760,2024-01-16 00:00:00 CST,451,last_click,SKU-035,4
conv_alpha_001464,evt_alpha_009286,2024-01-04 00:00:00 CST,85,linear,SKU-046,3
conv_alpha_001465,evt_alpha_009029,2024-01-17 00:00:00 CST,474,linear,SKU-071,2
conv_alpha_001466,evt_alpha_002083,2024-02-25 00:00:00 CST,490,linear,SKU-092,4
conv_alpha_001467,evt_alpha_003616,2024-03-26 00:00:00 CST,48,first_click,SKU-061,4
conv_alpha_001468,evt_alpha_004794,2024-03-20 00:00:00 CST,251,first_click,SKU-061,1
conv_alpha_001469,evt_alpha_007886,2024-02-25 00:00:00 CST,224,first_click,SKU-059,2
conv_alpha_001470,evt_alpha_002216,2024-03-09 00:00:00 CST,68,last_click,SKU-050,4
conv_alpha_001471,evt_alpha_008374,2024-01-04 00:00:00 CST,281,linear,SKU-027,3
conv_alpha_001472,evt_alpha_005750,2024-03-27 00:00:00 CST,22,first_click,SKU-069,4
conv_alpha_001473,evt_alpha_005686,2024-03-14 00:00:00 CST,216,linear,SKU-060,3
conv_alpha_001474,evt_alpha_002361,2024-03-04 00:00:00 CST,171,first_click,SKU-077,1
conv_alpha_001475,evt_alpha_007496,2024-03-09 00:00:00 CST,405,first_click,SKU-052,4
conv_alpha_001476,evt_alpha_002515,2024-01-16 00:00:00 CST,481,last_click,SKU-019,4
conv_alpha_001477,evt_alpha_004644,2024-03-07 00:00:00 CST,136,linear,SKU-052,3
conv_alpha_001478,evt_alpha_002056,2024-01-08 00:00:00 CST,220,last_click,SKU-072,3
conv_alpha_001479,evt_alpha_007196,2024-01-12 00:00:00 CST,58,last_click,SKU-065,1
conv_alpha_001480,evt_alpha_009318,2024-01-08 00:00:00 CST,132,first_click,SKU-019,2
conv_alpha_001481,evt_alpha_002971,2024-01-10 00:00:00 CST,186,first_click,SKU-098,2
conv_alpha_001482,evt_alpha_000009,2024-03-25 00:00:00 CST,75,last_click,SKU-038,3
conv_alpha_001483,evt_alpha_007938,2024-01-26 00:00:00 CST,400,last_click,SKU-099,2
conv_alpha_001484,evt_alpha_005914,2024-03-11 00:00:00 CST,175,linear,SKU-093,1
conv_alpha_001485,evt_alpha_008340,2024-03-09 00:00:00 CST,177,last_click,SKU-047,4
conv_alpha_001486,evt_alpha_002794,2024-02-23 00:00:00 CST,467,last_click,SKU-065,1
conv_alpha_001487,evt_alpha_008035,2024-03-20 00:00:00 CST,220,last_click,SKU-023,2
conv_alpha_001488,evt_alpha_009986,2024-02-15 00:00:00 CST,315,first_click,SKU-003,2
conv_alpha_001489,evt_alpha_003186,2024-01-03 00:00:00 CST,151,first_click,SKU-019,2
conv_alpha_001490,evt_alpha_002607,2024-02-25 00:00:00 CST,335,last_click,SKU-048,3
conv_alpha_001491,evt_alpha_005289,2024-03-25 00:00:00 CST,49,linear,SKU-079,3
conv_alpha_001492,evt_alpha_008468,2024-02-12 00:00:00 CST,471,first_click,SKU-038,4
conv_alpha_001493,evt_alpha_006091,2024-01-15 00:00:00 CST,198,last_click,SKU-011,2
conv_alpha_001494,evt_alpha_004725,2024-02-04 00:00:00 CST,179,first_click,SKU-052,1
conv_alpha_001495,evt_alpha_001563,2024-01-10 00:00:00 CST,212,first_click,SKU-002,2
conv_alpha_001496,evt_alpha_004176,2024-03-03 00:00:00 CST,497,last_click,SKU-077,2
conv_alpha_001497,evt_alpha_000184,2024-02-21 00:00:00 CST,483,linear,SKU-053,3
conv_alpha_001498,evt_alpha_002468,2024-02-26 00:00:00 CST,475,last_click,SKU-068,4
conv_alpha_001499,evt_alpha_007645,2024-02-07 00:00:00 CST,90,last_click,SKU-048,1
conv_alpha_001500,evt_alpha_008312,2024-01-13 00:00:00 CST,221,last_click,SKU-005,2
conv_alpha_001501,evt_alpha_005590,2024-01-11 00:00:00 CST,44,first_click,SKU-053,2
conv_alpha_001502,evt_alpha_003522,2024-01-31 00:00:00 CST,372,linear,SKU-099,3
conv_alpha_001503,evt_alpha_008453,2024-01-03 00:00:00 CST,160,first_click,SKU-027,2
conv_alpha_001504,evt_alpha_002693,2024-02-02 00:00:00 CST,343,last_click,SKU-003,3
conv_alpha_001505,evt_alpha_000402,2024-01-27 00:00:00 CST,443,last_click,SKU-058,3
conv_alpha_001506,evt_alpha_008105,2024-02-17 00:00:00 CST,316,last_click,SKU-066,1
conv_alpha_001507,evt_alpha_000269,2024-02-18 00:00:00 CST,65,first_click,SKU-010,3
conv_alpha_001508,evt_alpha_006309,2024-01-28 00:00:00 CST,22,last_click,SKU-092,1
conv_alpha_001509,evt_alpha_006398,2024-01-17 00:00:00 CST,392,last_click,SKU-047,1
conv_alpha_001510,evt_alpha_007442,2024-02-08 00:00:00 CST,392,linear,SKU-025,3
conv_alpha_001511,evt_alpha_008384,2024-03-26 00:00:00 CST,431,last_click,SKU-066,1
conv_alpha_001512,evt_alpha_005481,2024-01-17 00:00:00 CST,173,first_click,SKU-017,4
conv_alpha_001513,evt_alpha_001925,2024-01-09 00:00:00 CST,148,linear,SKU-052,2
conv_alpha_001514,evt_alpha_005910,2024-03-10 00:00:00 CST,478,last_click,SKU-039,3
conv_alpha_001515,evt_alpha_002052,2024-03-20 00:00:00 CST,85,first_click,SKU-025,4
conv_alpha_001516,evt_alpha_001602,2024-03-21 00:00:00 CST,190,first_click,SKU-050,4
conv_alpha_001517,evt_alpha_007380,2024-02-25 00:00:00 CST,449,first_click,SKU-067,1
conv_alpha_001518,evt_alpha_004762,2024-03-27 00:00:00 CST,274,last_click,SKU-036,3
conv_alpha_001519,evt_alpha_005926,2024-01-07 00:00:00 CST,278,linear,SKU-047,3
conv_alpha_001520,evt_alpha_001612,2024-01-06 00:00:00 CST,397,linear,SKU-025,4
conv_alpha_001521,evt_alpha_004424,2024-01-25 00:00:00 CST,238,last_click,SKU-041,4
conv_alpha_001522,evt_alpha_003922,2024-01-12 00:00:00 CST,172,linear,SKU-050,4
conv_alpha_001523,evt_alpha_007533,2024-01-06 00:00:00 CST,424,linear,SKU-096,1
conv_alpha_001524,evt_alpha_005679,2024-03-30 00:00:00 CST,15,last_click,SKU-098,4
conv_alpha_001525,evt_alpha_006514,2024-01-21 00:00:00 CST,243,linear,SKU-052,3
conv_alpha_001526,evt_alpha_000090,2024-03-07 00:00:00 CST,226,first_click,SKU-051,1
conv_alpha_001527,evt_alpha_006602,2024-01-27 00:00:00 CST,421,last_click,SKU-053,4
conv_alpha_001528,evt_alpha_006105,2024-03-25 00:00:00 CST,304,last_click,SKU-049,4
conv_alpha_001529,evt_alpha_000106,2024-03-08 00:00:00 CST,315,linear,SKU-056,1
conv_alpha_001530,evt_alpha_000359,2024-01-24 00:00:00 CST,129,last_click,SKU-007,2
conv_alpha_001531,evt_alpha_000795,2024-02-12 00:00:00 CST,178,linear,SKU-029,1
conv_alpha_001532,evt_alpha_001023,2024-01-17 00:00:00 CST,168,linear,SKU-010,2
conv_alpha_001533,evt_alpha_007013,2024-01-27 00:00:00 CST,340,first_click,SKU-069,4
conv_alpha_001534,evt_alpha_004821,2024-03-05 00:00:00 CST,391,linear,SKU-079,2
conv_alpha_001535,evt_alpha_004827,2024-01-28 00:00:00 CST,154,first_click,SKU-060,3
conv_alpha_001536,evt_alpha_002747,2024-03-28 00:00:00 CST,203,linear,SKU-009,4
conv_alpha_001537,evt_alpha_006482,2024-02-05 00:00:00 CST,66,linear,SKU-093,3
conv_alpha_001538,evt_alpha_001055,2024-02-21 00:00:00 CST,134,linear,SKU-088,3
conv_alpha_001539,evt_alpha_008255,2024-01-27 00:00:00 CST,433,last_click,SKU-086,3
conv_alpha_001540,evt_alpha_006906,2024-02-18 00:00:00 CST,243,linear,SKU-048,2
conv_alpha_001541,evt_alpha_007522,2024-03-05 00:00:00 CST,126,first_click,SKU-001,2
conv_alpha_001542,evt_alpha_007995,2024-01-18 00:00:00 CST,207,first_click,SKU-091,3
conv_alpha_001543,evt_alpha_006454,2024-01-19 00:00:00 CST,175,linear,SKU-020,1
conv_alpha_001544,evt_alpha_009348,2024-01-25 00:00:00 CST,243,last_click,SKU-077,4
conv_alpha_001545,evt_alpha_007748,2024-01-12 00:00:00 CST,475,linear,SKU-054,4
conv_alpha_001546,evt_alpha_002282,2024-01-19 00:00:00 CST,350,last_click,SKU-067,3
conv_alpha_001547,evt_alpha_005370,2024-01-23 00:00:00 CST,340,linear,SKU-065,4
conv_alpha_001548,evt_alpha_009594,2024-01-10 00:00:00 CST,19,first_click,SKU-065,4
conv_alpha_001549,evt_alpha_005698,2024-01-12 00:00:00 CST,100,last_click,SKU-019,2
conv_alpha_001550,evt_alpha_009095,2024-02-21 00:00:00 CST,240,first_click,SKU-076,3
conv_alpha_001551,evt_alpha_008757,2024-02-09 00:00:00 CST,232,last_click,SKU-072,3
conv_alpha_001552,evt_alpha_002073,2024-02-17 00:00:00 CST,109,last_click,SKU-068,1
conv_alpha_001553,evt_alpha_002673,2024-02-02 00:00:00 CST,149,first_click,SKU-075,2
conv_alpha_001554,evt_alpha_000052,2024-03-30 00:00:00 CST,187,first_click,SKU-097,1
conv_alpha_001555,evt_alpha_002462,2024-01-02 00:00:00 CST,88,first_click,SKU-053,4
conv_alpha_001556,evt_alpha_000962,2024-02-25 00:00:00 CST,170,linear,SKU-068,3
conv_alpha_001557,evt_alpha_000100,2024-02-14 00:00:00 CST,118,linear,SKU-065,3
conv_alpha_001558,evt_alpha_009849,2024-01-28 00:00:00 CST,89,last_click,SKU-057,4
conv_alpha_001559,evt_alpha_000534,2024-01-23 00:00:00 CST,443,linear,SKU-077,1
conv_alpha_001560,evt_alpha_008727,2024-02-13 00:00:00 CST,74,last_click,SKU-077,1
conv_alpha_001561,evt_alpha_009125,2024-03-21 00:00:00 CST,193,linear,SKU-030,4
conv_alpha_001562,evt_alpha_001000,2024-03-09 00:00:00 CST,383,first_click,SKU-037,4
conv_alpha_001563,evt_alpha_001649,2024-03-10 00:00:00 CST,243,linear,SKU-070,2
conv_alpha_001564,evt_alpha_001758,2024-01-06 00:00:00 CST,332,last_click,SKU-044,3
conv_alpha_001565,evt_alpha_000819,2024-03-29 00:00:00 CST,349,linear,SKU-065,4
conv_alpha_001566,evt_alpha_009630,2024-03-18 00:00:00 CST,76,first_click,SKU-067,2
conv_alpha_001567,evt_alpha_008680,2024-01-12 00:00:00 CST,75,linear,SKU-060,3
conv_alpha_001568,evt_alpha_007500,2024-01-31 00:00:00 CST,466,last_click,SKU-072,2
conv_alpha_001569,evt_alpha_002009,2024-03-20 00:00:00 CST,489,linear,SKU-065,4
conv_alpha_001570,evt_alpha_003398,2024-02-19 00:00:00 CST,122,first_click,SKU-075,3
conv_alpha_001571,evt_alpha_007208,2024-01-04 00:00:00 CST,482,linear,SKU-074,1
conv_alpha_001572,evt_alpha_002891,2024-02-03 00:00:00 CST,85,last_click,SKU-038,3
conv_alpha_001573,evt_alpha_005878,2024-01-04 00:00:00 CST,212,first_click,SKU-074,3
conv_alpha_001574,evt_alpha_005960,2024-01-18 00:00:00 CST,312,linear,SKU-028,1
conv_alpha_001575,evt_alpha_004681,2024-01-05 00:00:00 CST,413,linear,SKU-094,1
conv_alpha_001576,evt_alpha_002239,2024-01-19 00:00:00 CST,267,first_click,SKU-078,1
conv_alpha_001577,evt_alpha_007356,2024-02-27 00:00:00 CST,155,last_click,SKU-079,3
conv_alpha_001578,evt_alpha_005425,2024-01-04 00:00:00 CST,107,last_click,SKU-006,4
conv_alpha_001579,evt_alpha_003472,2024-02-26 00:00:00 CST,41,last_click,SKU-053,2
conv_alpha_001580,evt_alpha_004806,2024-02-04 00:00:00 CST,491,linear,SKU-008,3
conv_alpha_001581,evt_alpha_002575,2024-01-31 00:00:00 CST,326,last_click,SKU-034,1
conv_alpha_001582,evt_alpha_006216,2024-03-08 00:00:00 CST,438,first_click,SKU-020,1
conv_alpha_001583,evt_alpha_008363,2024-01-10 00:00:00 CST,311,linear,SKU-077,1
conv_alpha_001584,evt_alpha_004773,2024-01-16 00:00:00 CST,432,last_click,SKU-027,1
conv_alpha_001585,evt_alpha_000879,2024-03-20 00:00:00 CST,344,first_click,SKU-029,4
conv_alpha_001586,evt_alpha_000295,2024-03-11 00:00:00 CST,107,last_click,SKU-055,4
conv_alpha_001587,evt_alpha_008985,2024-01-26 00:00:00 CST,404,first_click,SKU-025,4
conv_alpha_001588,evt_alpha_003247,2024-01-02 00:00:00 CST,114,last_click,SKU-006,3
conv_alpha_001589,evt_alpha_000291,2024-01-01 00:00:00 CST,24,last_click,SKU-083,1
conv_alpha_001590,evt_alpha_001877,2024-03-27 00:00:00 CST,455,linear,SKU-034,3
conv_alpha_001591,evt_alpha_002383,2024-02-07 00:00:00 CST,402,last_click,SKU-056,4
conv_alpha_001592,evt_alpha_006946,2024-01-23 00:00:00 CST,289,first_click,SKU-004,2
conv_alpha_001593,evt_alpha_004861,2024-02-21 00:00:00 CST,239,first_click,SKU-060,2
conv_alpha_001594,evt_alpha_009502,2024-02-01 00:00:00 CST,45,first_click,SKU-019,1
conv_alpha_001595,evt_alpha_000546,2024-02-07 00:00:00 CST,179,linear,SKU-056,2
conv_alpha_001596,evt_alpha_009863,2024-01-23 00:00:00 CST,244,linear,SKU-022,4
conv_alpha_001597,evt_alpha_003238,2024-03-16 00:00:00 CST,460,last_click,SKU-038,4
conv_alpha_001598,evt_alpha_002467,2024-01-21 00:00:00 CST,287,linear,SKU-007,3
conv_alpha_001599,evt_alpha_001556,2024-02-13 00:00:00 CST,343,first_click,SKU-007,1
conv_alpha_001600,evt_alpha_005988,2024-01-19 00:00:00 CST,98,last_click,SKU-001,4
conv_alpha_001601,evt_alpha_008874,2024-03-23 00:00:00 CST,280,first_click,SKU-063,2
conv_alpha_001602,evt_alpha_005103,2024-03-01 00:00:00 CST,199,first_click,SKU-013,4
conv_alpha_001603,evt_alpha_002547,2024-03-18 00:00:00 CST,459,first_click,SKU-080,3
conv_alpha_001604,evt_alpha_009581,2024-02-02 00:00:00 CST,394,first_click,SKU-075,2
conv_alpha_001605,evt_alpha_002980,2024-02-06 00:00:00 CST,492,first_click,SKU-022,3
conv_alpha_001606,evt_alpha_004425,2024-01-24 00:00:00 CST,289,last_click,SKU-054,2
conv_alpha_001607,evt_alpha_001652,2024-03-14 00:00:00 CST,439,first_click,SKU-087,4
conv_alpha_001608,evt_alpha_007099,2024-02-16 00:00:00 CST,136,last_click,SKU-076,1
conv_alpha_001609,evt_alpha_008535,2024-02-03 00:00:00 CST,56,last_click,SKU-016,4
conv_alpha_001610,evt_alpha_001457,2024-01-09 00:00:00 CST,373,first_click,SKU-052,3
conv_alpha_001611,evt_alpha_007625,2024-02-09 00:00:00 CST,10,linear,SKU-007,3
conv_alpha_001612,evt_alpha_000505,2024-02-25 00:00:00 CST,287,first_click,SKU-006,1
conv_alpha_001613,evt_alpha_008941,2024-01-01 00:00:00 CST,11,linear,SKU-076,2
conv_alpha_001614,evt_alpha_007204,2024-03-14 00:00:00 CST,26,last_click,SKU-006,1
conv_alpha_001615,evt_alpha_001235,2024-01-18 00:00:00 CST,146,last_click,SKU-019,3
conv_alpha_001616,evt_alpha_004236,2024-01-01 00:00:00 CST,374,first_click,SKU-038,4
conv_alpha_001617,evt_alpha_008802,2024-01-26 00:00:00 CST,313,last_click,SKU-040,4
conv_alpha_001618,evt_alpha_009398,2024-01-20 00:00:00 CST,262,first_click,SKU-039,4
conv_alpha_001619,evt_alpha_002523,2024-03-29 00:00:00 CST,99,first_click,SKU-061,4
conv_alpha_001620,evt_alpha_005561,2024-02-26 00:00:00 CST,74,first_click,SKU-013,1
conv_alpha_001621,evt_alpha_006716,2024-03-25 00:00:00 CST,49,linear,SKU-091,1
conv_alpha_001622,evt_alpha_000935,2024-02-02 00:00:00 CST,451,first_click,SKU-067,4
conv_alpha_001623,evt_alpha_000645,2024-03-15 00:00:00 CST,302,linear,SKU-047,1
conv_alpha_001624,evt_alpha_005542,2024-01-06 00:00:00 CST,155,last_click,SKU-082,4
conv_alpha_001625,evt_alpha_001546,2024-01-06 00:00:00 CST,206,first_click,SKU-035,2
conv_alpha_001626,evt_alpha_008553,2024-01-02 00:00:00 CST,253,first_click,SKU-050,3
conv_alpha_001627,evt_alpha_006916,2024-02-28 00:00:00 CST,170,first_click,SKU-077,3
conv_alpha_001628,evt_alpha_008163,2024-01-19 00:00:00 CST,290,linear,SKU-063,3
conv_alpha_001629,evt_alpha_005668,2024-02-12 00:00:00 CST,396,linear,SKU-047,2
conv_alpha_001630,evt_alpha_009449,2024-03-28 00:00:00 CST,140,linear,SKU-077,3
conv_alpha_001631,evt_alpha_002071,2024-03-09 00:00:00 CST,160,last_click,SKU-044,2
conv_alpha_001632,evt_alpha_008894,2024-01-18 00:00:00 CST,264,first_click,SKU-094,2
conv_alpha_001633,evt_alpha_005756,2024-03-10 00:00:00 CST,379,last_click,SKU-053,4
conv_alpha_001634,evt_alpha_009663,2024-03-19 00:00:00 CST,317,last_click,SKU-025,4
conv_alpha_001635,evt_alpha_001501,2024-02-09 00:00:00 CST,218,last_click,SKU-044,4
conv_alpha_001636,evt_alpha_003512,2024-02-11 00:00:00 CST,499,linear,SKU-011,4
conv_alpha_001637,evt_alpha_003243,2024-01-20 00:00:00 CST,137,first_click,SKU-033,4
conv_alpha_001638,evt_alpha_009900,2024-03-23 00:00:00 CST,323,last_click,SKU-091,3
conv_alpha_001639,evt_alpha_003001,2024-03-29 00:00:00 CST,402,last_click,SKU-045,1
conv_alpha_001640,evt_alpha_006933,2024-01-14 00:00:00 CST,189,linear,SKU-048,3
conv_alpha_001641,evt_alpha_009458,2024-02-20 00:00:00 CST,150,last_click,SKU-003,3
conv_alpha_001642,evt_alpha_003251,2024-02-05 00:00:00 CST,60,first_click,SKU-032,4
conv_alpha_001643,evt_alpha_001507,2024-01-05 00:00:00 CST,405,linear,SKU-063,4
conv_alpha_001644,evt_alpha_009980,2024-01-27 00:00:00 CST,172,first_click,SKU-028,1
conv_alpha_001645,evt_alpha_006062,2024-02-16 00:00:00 CST,436,linear,SKU-017,3
conv_alpha_001646,evt_alpha_009418,2024-02-05 00:00:00 CST,46,first_click,SKU-031,3
conv_alpha_001647,evt_alpha_004763,2024-03-05 00:00:00 CST,168,linear,SKU-040,4
conv_alpha_001648,evt_alpha_009916,2024-03-21 00:00:00 CST,162,first_click,SKU-010,4
conv_alpha_001649,evt_alpha_004242,2024-03-08 00:00:00 CST,152,linear,SKU-015,3
conv_alpha_001650,evt_alpha_000608,2024-02-20 00:00:00 CST,22,last_click,SKU-083,3
conv_alpha_001651,evt_alpha_005900,2024-03-10 00:00:00 CST,66,first_click,SKU-040,2
conv_alpha_001652,evt_alpha_007092,2024-01-13 00:00:00 CST,289,last_click,SKU-056,2
conv_alpha_001653,evt_alpha_000769,2024-02-23 00:00:00 CST,89,first_click,SKU-096,1
conv_alpha_001654,evt_alpha_001385,2024-03-08 00:00:00 CST,142,last_click,SKU-020,4
conv_alpha_001655,evt_alpha_008284,2024-03-29 00:00:00 CST,91,first_click,SKU-053,4
conv_alpha_001656,evt_alpha_003751,2024-02-16 00:00:00 CST,497,first_click,SKU-081,2
conv_alpha_001657,evt_alpha_006938,2024-01-02 00:00:00 CST,61,last_click,SKU-006,4
conv_alpha_001658,evt_alpha_005092,2024-03-23 00:00:00 CST,340,first_click,SKU-022,3
conv_alpha_001659,evt_alpha_007181,2024-01-06 00:00:00 CST,286,first_click,SKU-022,2
conv_alpha_001660,evt_alpha_006774,2024-02-23 00:00:00 CST,172,first_click,SKU-045,4
conv_alpha_001661,evt_alpha_007477,2024-02-26 00:00:00 CST,82,linear,SKU-048,1
conv_alpha_001662,evt_alpha_002345,2024-01-23 00:00:00 CST,191,first_click,SKU-058,1
conv_alpha_001663,evt_alpha_000723,2024-03-21 00:00:00 CST,488,first_click,SKU-029,4
conv_alpha_001664,evt_alpha_005169,2024-01-09 00:00:00 CST,131,first_click,SKU-006,1
conv_alpha_001665,evt_alpha_002476,2024-03-17 00:00:00 CST,162,linear,SKU-098,1
conv_alpha_001666,evt_alpha_006297,2024-03-24 00:00:00 CST,123,first_click,SKU-096,1
conv_alpha_001667,evt_alpha_000570,2024-03-24 00:00:00 CST,325,linear,SKU-047,4
conv_alpha_001668,evt_alpha_004010,2024-02-08 00:00:00 CST,476,linear,SKU-040,2
conv_alpha_001669,evt_alpha_003875,2024-01-20 00:00:00 CST,55,last_click,SKU-074,3
conv_alpha_001670,evt_alpha_008871,2024-01-29 00:00:00 CST,287,last_click,SKU-066,1
conv_alpha_001671,evt_alpha_003362,2024-01-27 00:00:00 CST,456,last_click,SKU-030,1
conv_alpha_001672,evt_alpha_009378,2024-02-06 00:00:00 CST,163,linear,SKU-010,4
conv_alpha_001673,evt_alpha_005488,2024-02-29 00:00:00 CST,257,first_click,SKU-030,3
conv_alpha_001674,evt_alpha_009606,2024-01-23 00:00:00 CST,49,last_click,SKU-045,3
conv_alpha_001675,evt_alpha_000296,2024-03-08 00:00:00 CST,11,last_click,SKU-009,3
conv_alpha_001676,evt_alpha_009515,2024-03-23 00:00:00 CST,449,first_click,SKU-079,3
conv_alpha_001677,evt_alpha_001722,2024-02-29 00:00:00 CST,42,first_click,SKU-002,4
conv_alpha_001678,evt_alpha_007062,2024-03-22 00:00:00 CST,167,last_click,SKU-036,2
conv_alpha_001679,evt_alpha_008120,2024-01-17 00:00:00 CST,390,first_click,SKU-068,1
conv_alpha_001680,evt_alpha_001184,2024-02-26 00:00:00 CST,235,last_click,SKU-054,4
conv_alpha_001681,evt_alpha_009530,2024-01-08 00:00:00 CST,377,first_click,SKU-060,3
conv_alpha_001682,evt_alpha_006782,2024-01-31 00:00:00 CST,73,last_click,SKU-042,2
conv_alpha_001683,evt_alpha_008988,2024-01-14 00:00:00 CST,189,last_click,SKU-013,4
